commodity,total value sold,total qty sold,total kg sold,qty available,market,date_scraped,total value sold mtd,total qty sold mtd,total kg sold mtd
PUMPKINS,6090.0,67.0,2278.0,2359,Joburg Market,2026-07-24,230350.0,3058.0,103972.0
PUMPKINS,13628.0,174.0,5916.0,2745,Joburg Market,2026-07-25,243978.0,3232.0,109888.0
PUMPKINS,27680.0,385.0,13090.0,2360,Joburg Market,2026-07-27,271658.0,3617.0,122978.0
PUMPKINS,67010.0,783.0,26622.0,1992,Joburg Market,2026-07-28,338668.0,4400.0,149600.0
PUMPKINS,42510.0,500.0,17000.0,0,Joburg Market,2026-07-29,381178.0,4900.0,166600.0
PUMPKINS,13405.0,163.0,5542.0,3099,Joburg Market,2026-07-30,394583.0,5063.0,172142.0
RAINBOW PEPPERS,153629.0,3162.0,17514.0,110,Joburg Market,2026-07-08,678307.0,10360.0,52266.0
RAINBOW PEPPERS,154816.0,1711.0,6796.0,594,Joburg Market,2026-07-09,833123.0,12071.0,59062.0
RAINBOW PEPPERS,147796.0,1177.0,3744.0,3216,Joburg Market,2026-07-10,936295.0,14978.0,73067.0
RAINBOW PEPPERS,147796.0,1177.0,3744.0,3216,Joburg Market,2026-07-11,936295.0,14978.0,73067.0
RAINBOW PEPPERS,119680.0,1494.0,7043.0,5052,Joburg Market,2026-07-13,1113227.0,16648.0,80193.0
RAINBOW PEPPERS,119680.0,1494.0,7043.0,5052,Joburg Market,2026-07-14,1113227.0,16648.0,80193.0
RAINBOW PEPPERS,114875.0,1672.0,8257.0,1431,Joburg Market,2026-07-15,1463556.0,21916.0,106245.0
RAINBOW PEPPERS,234708.0,2476.0,8798.0,1310,Joburg Market,2026-07-18,1889744.0,27443.0,129540.0
RAINBOW PEPPERS,119478.0,1556.0,7007.0,1219,Joburg Market,2026-07-20,2099940.0,29650.0,138348.0
RAINBOW PEPPERS,119478.0,1556.0,7007.0,1219,Joburg Market,2026-07-21,2099940.0,29650.0,138348.0
RAINBOW PEPPERS,210516.0,1826.0,7587.0,1324,Joburg Market,2026-07-23,2677606.0,35734.0,163903.0
RAINBOW PEPPERS,188198.0,2558.0,12130.0,390,Joburg Market,2026-07-24,2976460.0,42036.0,196999.0
RAINBOW PEPPERS,86830.0,3516.0,19880.0,1739,Joburg Market,2026-07-25,3168410.0,45910.0,218311.0
RAINBOW PEPPERS,180510.0,3676.0,18918.0,761,Joburg Market,2026-07-27,3300715.0,49014.0,234369.0
RAINBOW PEPPERS,297840.0,4399.0,20664.0,846,Joburg Market,2026-07-28,3497848.0,48825.0,228997.0
RAINBOW PEPPERS,345858.0,9107.0,48262.0,0,Joburg Market,2026-07-29,3843706.0,57932.0,277259.0
RAINBOW PEPPERS,213718.0,3835.0,17576.0,850,Joburg Market,2026-07-30,3804588.0,56199.0,263762.0
RED BEANS,0.0,0.0,0.0,20,Joburg Market,2026-07-09,340.0,5.0,20.0
RED BEANS,400.0,5.0,20.0,15,Joburg Market,2026-07-10,740.0,10.0,40.0
RED BEANS,400.0,5.0,20.0,15,Joburg Market,2026-07-11,740.0,10.0,40.0
RED BEANS,525.0,8.0,32.0,5,Joburg Market,2026-07-13,1405.0,20.0,80.0
RED BEANS,525.0,8.0,32.0,5,Joburg Market,2026-07-14,1405.0,20.0,80.0
RED BEANS,0.0,0.0,0.0,5,Joburg Market,2026-07-15,1405.0,20.0,80.0
RED BEANS,320.0,4.0,16.0,3,Joburg Market,2026-07-23,2165.0,30.0,120.0
RED BEANS,200.0,3.0,12.0,0,Joburg Market,2026-07-24,2365.0,33.0,132.0
RED LETTUCE,4700.0,40.0,110.0,26,Joburg Market,2026-07-09,18290.0,148.0,353.0
RED LETTUCE,2250.0,22.0,44.0,4,Joburg Market,2026-07-10,17330.0,151.0,302.0
RED LETTUCE,2250.0,22.0,44.0,4,Joburg Market,2026-07-11,17330.0,151.0,302.0
RED LETTUCE,40.0,2.0,4.0,0,Joburg Market,2026-07-13,17570.0,155.0,310.0
RED LETTUCE,40.0,2.0,4.0,0,Joburg Market,2026-07-14,17570.0,155.0,310.0
RED LETTUCE,2880.0,25.0,50.0,40,Joburg Market,2026-07-15,30030.0,247.0,572.0
RED LETTUCE,500.0,10.0,50.0,0,Joburg Market,2026-07-18,5460.0,36.0,180.0
RED LETTUCE,3520.0,29.0,58.0,112,Joburg Market,2026-07-23,37870.0,331.0,662.0
RED LETTUCE,440.0,4.0,8.0,108,Joburg Market,2026-07-24,38310.0,335.0,670.0
RED LETTUCE,600.0,6.0,12.0,102,Joburg Market,2026-07-25,38910.0,341.0,682.0
RED LETTUCE,0.0,0.0,0.0,102,Joburg Market,2026-07-27,38910.0,341.0,682.0
RED LETTUCE,5911.0,42.0,108.0,124,Joburg Market,2026-07-28,51781.0,425.0,1000.0
RED LETTUCE,4520.0,119.0,238.0,0,Joburg Market,2026-07-29,56301.0,544.0,1238.0
RED LETTUCE,5150.0,49.0,98.0,6,Joburg Market,2026-07-30,52491.0,543.0,1086.0
RED PEPPERS,704800.0,2926.0,14796.0,2264,Joburg Market,2026-07-08,4251735.0,19010.0,96347.0
RED PEPPERS,847790.0,3657.0,18399.0,2611,Joburg Market,2026-07-09,5109465.0,22727.0,115346.0
RED PEPPERS,553610.0,2516.0,12757.0,2117,Joburg Market,2026-07-10,5647595.0,25158.0,127260.0
RED PEPPERS,553610.0,2516.0,12757.0,2117,Joburg Market,2026-07-11,5647595.0,25158.0,127260.0
RED PEPPERS,329200.0,1317.0,6909.0,1111,Joburg Market,2026-07-13,6382535.0,28424.0,144613.0
RED PEPPERS,329200.0,1317.0,6909.0,1111,Joburg Market,2026-07-14,6382535.0,28424.0,144613.0
RED PEPPERS,552810.0,2760.0,14212.0,2367,Joburg Market,2026-07-15,7785545.0,35253.0,178885.0
RED PEPPERS,774400.0,4104.0,21038.0,3019,Joburg Market,2026-07-18,9208835.0,42476.0,215907.0
RED PEPPERS,397020.0,2253.0,11317.0,3049,Joburg Market,2026-07-20,9921635.0,46409.0,235621.0
RED PEPPERS,397020.0,2253.0,11317.0,3049,Joburg Market,2026-07-21,9921635.0,46409.0,235621.0
RED PEPPERS,777251.0,3829.0,19246.0,2317,Joburg Market,2026-07-23,12411551.0,59070.0,299551.0
RED PEPPERS,637740.0,3241.0,16400.0,3214,Joburg Market,2026-07-24,13049291.0,62311.0,315951.0
RED PEPPERS,518630.0,2646.0,13902.0,3321,Joburg Market,2026-07-25,13567921.0,64957.0,329853.0
RED PEPPERS,596840.0,3502.0,17582.0,1866,Joburg Market,2026-07-27,14163131.0,68432.0,347300.0
RED PEPPERS,1064550.0,6486.0,32513.0,4014,Joburg Market,2026-07-28,15235251.0,74971.0,380338.0
RED PEPPERS,500700.0,3544.0,17783.0,0,Joburg Market,2026-07-29,15735951.0,78515.0,398121.0
RED PEPPERS,940240.0,6813.0,34586.0,6108,Joburg Market,2026-07-30,16650331.0,85180.0,431227.0
SPINACH,107066.0,11457.0,46474.0,21493,Joburg Market,2026-07-09,817068.34,77159.0,312656.0
SPINACH,102107.9,11686.0,47748.0,17705,Joburg Market,2026-07-10,909286.24,88785.0,360223.0
SPINACH,102107.9,11686.0,47748.0,17705,Joburg Market,2026-07-11,909286.24,88785.0,360223.0
SPINACH,40485.0,4096.0,16932.0,10437,Joburg Market,2026-07-13,998117.24,100754.0,408166.0
SPINACH,40485.0,4096.0,16932.0,10437,Joburg Market,2026-07-14,998117.24,100754.0,408166.0
SPINACH,60333.0,5313.0,21692.0,8904,Joburg Market,2026-07-15,1209622.24,118666.0,481581.0
SPINACH,80559.0,7974.0,32031.0,7539,Joburg Market,2026-07-18,1382157.24,135925.0,550200.0
SPINACH,32148.0,3546.0,14013.0,4268,Joburg Market,2026-07-20,1431886.24,140358.0,568780.0
SPINACH,32148.0,3546.0,14013.0,4268,Joburg Market,2026-07-21,1431886.24,140358.0,568780.0
SPINACH,141120.0,9995.0,40981.0,3797,Joburg Market,2026-07-23,1717413.24,158958.0,644920.0
SPINACH,139209.09,8684.0,35331.0,3254,Joburg Market,2026-07-24,1837895.33,167680.0,680063.0
SPINACH,73299.0,6806.0,27186.0,2113,Joburg Market,2026-07-25,1904248.33,174289.0,706264.0
SPINACH,75547.0,7188.0,28751.0,1552,Joburg Market,2026-07-27,1979795.33,181477.0,735016.0
SPINACH,129927.78,8383.0,33913.0,9102,Joburg Market,2026-07-28,2133627.11,190017.0,769389.0
SPINACH,96625.58000000007,10350.0,41470.0,0,Joburg Market,2026-07-29,2230252.69,200367.0,810859.0
SPINACH,153578.06,11854.0,48319.0,9905,Joburg Market,2026-07-30,2380638.75,212441.0,861995.0
SPRING ONIONS,27270.0,436.0,1112.0,819,Joburg Market,2026-07-09,217941.0,4047.0,8660.0
SPRING ONIONS,17991.0,486.0,829.0,594,Joburg Market,2026-07-10,235932.0,4533.0,9490.0
SPRING ONIONS,17991.0,486.0,829.0,594,Joburg Market,2026-07-11,235932.0,4533.0,9490.0
SPRING ONIONS,11369.0,321.0,498.0,472,Joburg Market,2026-07-13,255832.0,5144.0,10445.0
SPRING ONIONS,11369.0,321.0,498.0,472,Joburg Market,2026-07-14,255832.0,5144.0,10445.0
SPRING ONIONS,15845.0,267.0,658.0,257,Joburg Market,2026-07-15,307715.0,6028.0,12481.0
SPRING ONIONS,16110.57,381.0,786.0,435,Joburg Market,2026-07-18,356646.11,6913.0,14510.0
SPRING ONIONS,7927.5,331.0,404.0,320,Joburg Market,2026-07-20,292576.61,6905.0,13680.0
SPRING ONIONS,7927.5,331.0,404.0,320,Joburg Market,2026-07-21,292576.61,6905.0,13680.0
SPRING ONIONS,46339.0,1552.0,1974.0,1236,Joburg Market,2026-07-23,473911.61,10107.0,19409.0
SPRING ONIONS,20652.87,788.0,987.0,637,Joburg Market,2026-07-24,494564.48,10895.0,20396.0
SPRING ONIONS,12839.0,287.0,488.0,380,Joburg Market,2026-07-25,507403.48,11182.0,20884.0
SPRING ONIONS,11405.0,248.0,574.0,543,Joburg Market,2026-07-27,518808.48,11430.0,21458.0
SPRING ONIONS,38915.0,494.0,1537.0,455,Joburg Market,2026-07-28,557783.48,11925.0,22997.0
SPRING ONIONS,24720.0,353.0,893.0,0,Joburg Market,2026-07-29,582503.48,12278.0,23890.0
SPRING ONIONS,35494.66,930.0,1322.0,605,Joburg Market,2026-07-30,616338.14,13176.0,25132.0
SWEET POTATO,387055.0,11976.0,75312.0,19415,Joburg Market,2026-07-09,1932551.8,63045.0,427076.0
SWEET POTATO,205240.0,5802.0,52618.0,24870,Joburg Market,2026-07-10,2126471.8,68559.0,477678.0
SWEET POTATO,205240.0,5802.0,52618.0,24870,Joburg Market,2026-07-11,2126471.8,68559.0,477678.0
SWEET POTATO,129421.0,3960.0,36604.0,25453,Joburg Market,2026-07-13,2357286.8,76131.0,536525.0
SWEET POTATO,129421.0,3960.0,36604.0,25453,Joburg Market,2026-07-14,2357286.8,76131.0,536525.0
SWEET POTATO,196478.0,10686.0,47396.0,18551,Joburg Market,2026-07-15,2981637.8,106936.0,689653.0
SWEET POTATO,194400.0,8676.0,60990.0,16017,Joburg Market,2026-07-18,3385831.8,124228.0,807035.0
SWEET POTATO,101311.0,4446.0,28779.0,12214,Joburg Market,2026-07-20,3630792.8,134763.0,885773.0
SWEET POTATO,101311.0,4446.0,28779.0,12214,Joburg Market,2026-07-21,3630792.8,134763.0,885773.0
SWEET POTATO,183581.0,8038.0,38192.0,11999,Joburg Market,2026-07-23,4263538.8,161000.0,1042748.0
SWEET POTATO,320830.0,15613.0,73814.0,13672,Joburg Market,2026-07-24,4547603.8,176287.0,1113302.0
SWEET POTATO,75719.0,2659.0,24789.0,14948,Joburg Market,2026-07-25,4623322.8,178946.0,1138091.0
SWEET POTATO,117190.0,4551.0,36716.0,16396,Joburg Market,2026-07-27,4740512.8,183497.0,1174807.0
SWEET POTATO,348392.0,13080.0,106906.0,9374,Joburg Market,2026-07-28,5088904.8,196577.0,1281713.0
SWEET POTATO,123487.0,3378.0,38651.0,0,Joburg Market,2026-07-29,5212391.8,199955.0,1320364.0
SWEET POTATO,324928.0,8609.0,71430.0,13596,Joburg Market,2026-07-30,5537319.8,208564.0,1391794.0
TOMATOES,4527993.0,94001.0,243357.0,52573,Joburg Market,2026-07-08,34068059.0,790755.0,2072963.0
TOMATOES,4700553.0,84311.0,254935.0,99028,Joburg Market,2026-07-09,38664273.0,871839.0,2326803.0
TOMATOES,4222717.0,92161.0,264441.0,114133,Joburg Market,2026-07-10,42931962.0,965802.0,2600156.0
TOMATOES,4222717.0,92161.0,264441.0,114133,Joburg Market,2026-07-11,42931962.0,965802.0,2600156.0
TOMATOES,3365956.0,97903.0,234034.0,159564,Joburg Market,2026-07-13,50283835.0,1151964.0,3090015.0
TOMATOES,3365956.0,97903.0,234034.0,159564,Joburg Market,2026-07-14,50283835.0,1151964.0,3090015.0
TOMATOES,4139472.0,170026.0,347174.0,103585,Joburg Market,2026-07-15,59312357.0,1460779.0,3780491.0
TOMATOES,3334868.2,98747.0,308003.0,114900,Joburg Market,2026-07-18,67002763.2,1701374.0,4449113.0
TOMATOES,3297727.0,123660.0,305595.0,64004,Joburg Market,2026-07-20,73768105.2,1977696.0,5069361.0
TOMATOES,3297727.0,123660.0,305595.0,64004,Joburg Market,2026-07-21,73768105.2,1977696.0,5069361.0
TOMATOES,4801396.5,172731.0,461665.0,46359,Joburg Market,2026-07-23,85976916.7,2460618.0,6197470.0
TOMATOES,3919533.0,126480.0,362283.0,40003,Joburg Market,2026-07-24,89864266.7,2586292.0,6555108.0
TOMATOES,3661710.0,116624.0,337469.0,39394,Joburg Market,2026-07-25,93164510.7,2690215.0,6862154.0
TOMATOES,3060034.0,121800.0,295583.0,59346,Joburg Market,2026-07-27,96151339.7,2809875.0,7146985.0
TOMATOES,4650881.89,160555.0,426858.0,67792,Joburg Market,2026-07-28,101848885.0,2983870.0,7675765.0
TOMATOES,4248256.0,152344.0,420450.0,0,Joburg Market,2026-07-29,106097141.0,3136214.0,8096215.0
TOMATOES,4498814.0,201595.0,470923.0,78524,Joburg Market,2026-07-30,110671403.0,3344606.0,8573482.0
TOMATOES DRIED,900.0,3.0,3.0,11,Joburg Market,2026-07-08,1600.0,5.0,5.0
TOMATOES DRIED,3000.0,10.0,10.0,1,Joburg Market,2026-07-09,4600.0,15.0,15.0
TOMATOES DRIED,0.0,0.0,0.0,1,Joburg Market,2026-07-10,4600.0,15.0,15.0
TOMATOES DRIED,0.0,0.0,0.0,1,Joburg Market,2026-07-11,4600.0,15.0,15.0
TOMATOES DRIED,0.0,0.0,0.0,1,Joburg Market,2026-07-13,4600.0,15.0,15.0
TOMATOES DRIED,0.0,0.0,0.0,30,Joburg Market,2026-07-15,4600.0,15.0,15.0
TOMATOES DRIED,0.0,0.0,0.0,30,Joburg Market,2026-07-18,4600.0,15.0,15.0
TOMATOES DRIED,0.0,0.0,0.0,30,Joburg Market,2026-07-20,4600.0,15.0,15.0
TOMATOES DRIED,0.0,0.0,0.0,30,Joburg Market,2026-07-21,4600.0,15.0,15.0
TOMATOES DRIED,250.0,1.0,1.0,28,Joburg Market,2026-07-23,5100.0,17.0,17.0
TOMATOES DRIED,1180.0,4.0,4.0,24,Joburg Market,2026-07-24,6280.0,21.0,21.0
TOMATOES DRIED,0.0,0.0,0.0,24,Joburg Market,2026-07-25,6280.0,21.0,21.0
TOMATOES DRIED,600.0,2.0,2.0,22,Joburg Market,2026-07-27,6880.0,23.0,23.0
TOMATOES DRIED,0.0,0.0,0.0,22,Joburg Market,2026-07-28,6880.0,23.0,23.0
TOMATOES DRIED,300.0,1.0,1.0,0,Joburg Market,2026-07-29,7180.0,24.0,24.0
TOMATOES DRIED,1100.0,11.0,11.0,10,Joburg Market,2026-07-30,8280.0,35.0,35.0
YELLOW PEPPERS,706240.0,2328.0,11640.0,513,Joburg Market,2026-07-08,3933870.0,13852.0,69260.0
YELLOW PEPPERS,597080.0,2074.0,10378.0,2210,Joburg Market,2026-07-09,4659130.0,16558.0,82532.0
YELLOW PEPPERS,452070.0,1745.0,8935.0,1048,Joburg Market,2026-07-10,4995010.0,17689.0,88973.0
YELLOW PEPPERS,452070.0,1745.0,8935.0,1048,Joburg Market,2026-07-11,4995010.0,17689.0,88973.0
YELLOW PEPPERS,356190.0,1231.0,6260.0,979,Joburg Market,2026-07-13,5594350.0,19729.0,98930.0
YELLOW PEPPERS,356190.0,1231.0,6260.0,979,Joburg Market,2026-07-14,5594350.0,19729.0,98930.0
YELLOW PEPPERS,428140.0,1716.0,8632.0,1389,Joburg Market,2026-07-15,7192310.0,25973.0,130055.0
YELLOW PEPPERS,786390.0,3338.0,16739.0,2870,Joburg Market,2026-07-18,8535370.0,31573.0,158204.0
YELLOW PEPPERS,392740.0,2399.0,11984.0,4318,Joburg Market,2026-07-20,9266080.0,35698.0,178845.0
YELLOW PEPPERS,392740.0,2399.0,11984.0,4318,Joburg Market,2026-07-21,9266080.0,35698.0,178845.0
YELLOW PEPPERS,681500.0,3511.0,17744.0,4536,Joburg Market,2026-07-23,11393045.0,46236.0,231798.0
YELLOW PEPPERS,765740.0,4108.0,20893.0,4032,Joburg Market,2026-07-24,12158785.0,50344.0,252691.0
YELLOW PEPPERS,213258.1,1446.0,7489.0,5745,Joburg Market,2026-07-25,12372043.1,51790.0,260180.0
YELLOW PEPPERS,415410.0,2689.0,13313.0,4196,Joburg Market,2026-07-27,12787453.1,54479.0,273493.0
YELLOW PEPPERS,760580.0,5530.0,27352.0,7187,Joburg Market,2026-07-28,13548283.1,60011.0,300855.0
YELLOW PEPPERS,339418.0,2685.0,13576.0,0,Joburg Market,2026-07-29,13887701.1,62696.0,314431.0
YELLOW PEPPERS,615020.0,5253.0,26394.0,8899,Joburg Market,2026-07-30,14502721.1,67949.0,340825.0
BABY BUTTERNUT,4500.0,16.0,70.0,1,Joburg Market,2026-07-31,115651.0,527.0,2369.0
BABY CABBAGE,4468.0,36.0,165.0,145,Joburg Market,2026-07-31,216920.0,1793.0,7359.0
BABY CARROTS,15342.0,227.0,444.0,214,Joburg Market,2026-07-31,339349.0,2387.0,8766.0
BEAN SPROUTS,1200.0,12.0,29.0,25,Joburg Market,2026-07-31,47438.0,480.0,1149.0
BEANS,277043.0,2911.0,11811.0,3750,Joburg Market,2026-07-31,7064174.36,68767.0,278106.0
BEANS INDIAN,0.0,0.0,0.0,25,Joburg Market,2026-07-31,18230.0,404.0,1616.0
BEETROOT,619429.0,8015.0,70651.0,23687,Joburg Market,2026-07-31,14763618.3,198013.0,1610991.0
BROCCOLI,290800.0,1682.0,6168.0,258,Joburg Market,2026-07-31,5321973.93,45338.0,170356.0
BROCCOLI FLORETTES,11250.0,25.0,105.0,29,Joburg Market,2026-07-31,252406.0,544.0,2911.0
BROCCOLI LEAVES,1330.0,22.0,176.0,10,Joburg Market,2026-07-31,28845.0,496.0,3968.0
BUTTER LETTUCE,820.0,9.0,18.0,9,Joburg Market,2026-07-31,14460.0,200.0,400.0
BUTTERNUT,684340.0,16034.0,128513.0,36059,Joburg Market,2026-07-31,15464176.4,384822.0,3031909.0
CABBAGE,906359.0,29689.0,324266.0,16216,Joburg Market,2026-07-31,16146323.0,561273.0,6100978.0
CABBAGE RED,58600.0,501.0,1125.0,392,Joburg Market,2026-07-31,1421477.0,14077.0,32048.0
CARROTS,1098055.0,25205.0,204647.0,37902,Joburg Market,2026-07-31,27879833.0,611118.0,4894837.0
CHILLIES,295344.0,6724.0,22264.0,13641,Joburg Market,2026-07-31,7181015.49,131672.0,442559.0
COCKTAIL TOMATOES,41880.0,220.0,1056.0,0,Joburg Market,2026-07-31,368104.0,2521.0,12144.0
CORN/BEANS/SNAP PEAS,0.0,0.0,0.0,50,Joburg Market,2026-07-31,15522.0,64.0,13.0
CRUSHED GINGER/GARLIC,10314.0,36.0,196.0,67,Joburg Market,2026-07-31,93792.0,350.0,1661.0
CUCUMBER,45190.0,206.0,1030.0,2,Joburg Market,2026-07-31,67200.0,455.0,2425.0
DRIED BEANS,880.0,4.0,40.0,18,Joburg Market,2026-07-31,5690.0,23.0,230.0
ENGLISH CUCUMBER,1004740.0,5707.0,43988.0,1660,Joburg Market,2026-07-31,14566468.0,116633.0,892576.0
GARLIC,171555.0,256.0,2560.0,1000,Joburg Market,2026-07-31,4144908.0,9007.0,76461.0
GARLIC PROCESSED,15000.8,80.0,366.0,377,Joburg Market,2026-07-31,324842.0,1498.0,7415.0
GINGER PROCESSED,350.0,1.0,5.0,22,Joburg Market,2026-07-31,31193.0,73.0,421.0
GINGER ROOT,133198.0,596.0,3163.0,5240,Joburg Market,2026-07-31,4316137.0,17038.0,102413.0
GREEN PEPPERS,844654.0,14831.0,72663.0,14220,Joburg Market,2026-07-31,20939969.1,413481.0,2042533.0
LETTUCE,407420.0,5625.0,15301.0,2569,Joburg Market,2026-07-31,12964468.5,153659.0,506212.0
ONIONS,3762898.0,55756.0,478072.0,301261,Joburg Market,2026-07-31,166483379.0,2323334.0,20406096.0
PEPPERS,18900.0,93.0,372.0,3,Joburg Market,2026-07-31,538982.0,2644.0,10199.0
POTATOES,9664804.03,156926.0,1508432.0,182224,Joburg Market,2026-07-31,228567003.0,3818069.0,36809136.0
PUMPKINS,84280.0,1064.0,36176.0,2035,Joburg Market,2026-07-31,478863.0,6127.0,208318.0
RAINBOW PEPPERS,187520.0,2064.0,8360.0,3632,Joburg Market,2026-07-31,3992108.0,58263.0,272122.0
RED LETTUCE,120.0,1.0,2.0,5,Joburg Market,2026-07-31,52611.0,544.0,1088.0
RED PEPPERS,488400.0,4098.0,20390.0,5395,Joburg Market,2026-07-31,17164591.0,89426.0,453097.0
SPINACH,107330.0,7955.0,32596.0,12598,Joburg Market,2026-07-31,2491672.75,220441.0,894711.0
SPRING ONIONS,19046.0,530.0,761.0,309,Joburg Market,2026-07-31,635384.14,13706.0,25894.0
SWEET POTATO,284164.0,9224.0,89027.0,15421,Joburg Market,2026-07-31,5821483.8,217788.0,1480821.0
TOMATOES,3887902.0,176157.0,458832.0,97090,Joburg Market,2026-07-31,114633563.0,3521646.0,9036022.0
TOMATOES DRIED,0.0,0.0,0.0,10,Joburg Market,2026-07-31,8280.0,35.0,35.0
YELLOW PEPPERS,381330.0,3625.0,18039.0,9530,Joburg Market,2026-07-31,14798573.1,71191.0,355800.0
BABY BUTTERNUT,14100.0,50.0,223.0,1,Joburg Market,2026-08-01,14100.0,50.0,223.0
BABY CABBAGE,1601.0,20.0,71.0,138,Joburg Market,2026-08-01,1601.0,20.0,71.0
BABY CARROTS,3610.0,42.0,132.0,222,Joburg Market,2026-08-01,3610.0,42.0,132.0
BEAN SPROUTS,368.0,4.0,10.0,21,Joburg Market,2026-08-01,368.0,4.0,10.0
BEANS,187945.0,2559.0,10229.0,4444,Joburg Market,2026-08-01,187945.0,2559.0,10229.0
BEANS INDIAN,0.0,0.0,0.0,25,Joburg Market,2026-08-01,0.0,0.0,0.0
BEETROOT,317385.0,4199.0,35615.0,22048,Joburg Market,2026-08-01,317385.0,4199.0,35615.0
BROCCOLI,136647.0,781.0,2705.0,387,Joburg Market,2026-08-01,136647.0,781.0,2705.0
BROCCOLI FLORETTES,13020.0,29.0,170.0,0,Joburg Market,2026-08-01,13020.0,29.0,170.0
BROCCOLI LEAVES,0.0,0.0,0.0,10,Joburg Market,2026-08-01,0.0,0.0,0.0
BUTTER LETTUCE,596.0,6.0,12.0,3,Joburg Market,2026-08-01,596.0,6.0,12.0
BUTTERNUT,218940.0,4719.0,34995.0,40271,Joburg Market,2026-08-01,218940.0,4719.0,34995.0
CABBAGE,476189.0,12387.0,174265.0,17007,Joburg Market,2026-08-01,476189.0,12387.0,174265.0
CABBAGE RED,44922.0,477.0,1070.0,1163,Joburg Market,2026-08-01,44922.0,477.0,1070.0
CARROTS,581856.0,13613.0,105425.0,34632,Joburg Market,2026-08-01,581856.0,13613.0,105425.0
CHILLIES,149962.01,3133.0,10647.0,18507,Joburg Market,2026-08-01,149962.01,3133.0,10647.0
COCKTAIL TOMATOES,3024.0,14.0,45.0,0,Joburg Market,2026-08-01,3024.0,14.0,45.0
CORN/BEANS/SNAP PEAS,0.0,0.0,0.0,50,Joburg Market,2026-08-01,0.0,0.0,0.0
CRUSHED GINGER/GARLIC,0.0,0.0,0.0,67,Joburg Market,2026-08-01,0.0,0.0,0.0
CUCUMBER,0.0,0.0,0.0,2,Joburg Market,2026-08-01,0.0,0.0,0.0
DRIED BEANS,220.0,1.0,10.0,17,Joburg Market,2026-08-01,220.0,1.0,10.0
ENGLISH CUCUMBER,457373.0,2699.0,20329.0,1624,Joburg Market,2026-08-01,457373.0,2699.0,20329.0
GARLIC,91350.0,136.0,1360.0,864,Joburg Market,2026-08-01,91350.0,136.0,1360.0
GARLIC PROCESSED,12608.0,52.0,292.0,325,Joburg Market,2026-08-01,12608.0,52.0,292.0
GINGER PROCESSED,0.0,0.0,0.0,22,Joburg Market,2026-08-01,0.0,0.0,0.0
GINGER ROOT,54910.0,233.0,1245.0,4819,Joburg Market,2026-08-01,54910.0,233.0,1245.0
GREEN PEPPERS,527416.63,10950.0,54549.0,22414,Joburg Market,2026-08-01,527416.63,10950.0,54549.0
LETTUCE,335615.0,4705.0,13696.0,2221,Joburg Market,2026-08-01,335615.0,4705.0,13696.0
ONIONS,2648548.0,42233.0,397685.0,312238,Joburg Market,2026-08-01,2648548.0,42233.0,397685.0
PEPPERS,22240.0,117.0,468.0,2,Joburg Market,2026-08-01,22240.0,117.0,468.0
POTATOES,6904129.0,116276.0,1143011.0,179099,Joburg Market,2026-08-01,6904129.0,116276.0,1143011.0
PUMPKINS,5810.0,64.0,2176.0,1971,Joburg Market,2026-08-01,5810.0,64.0,2176.0
RAINBOW PEPPERS,95702.0,3649.0,19758.0,2232,Joburg Market,2026-08-01,95702.0,3649.0,19758.0
RED BEANS,840.0,40.0,80.0,0,Joburg Market,2026-08-01,840.0,40.0,80.0
RED LETTUCE,0.0,0.0,0.0,5,Joburg Market,2026-08-01,0.0,0.0,0.0
RED PEPPERS,275175.0,2512.0,12650.0,5714,Joburg Market,2026-08-01,275175.0,2512.0,12650.0
SPINACH,70806.0,8042.0,32234.0,8963,Joburg Market,2026-08-01,70806.0,8042.0,32234.0
SPRING ONIONS,5477.0,135.0,286.0,207,Joburg Market,2026-08-01,5477.0,135.0,286.0
SWEET POTATO,110353.0,2997.0,30323.0,12729,Joburg Market,2026-08-01,110353.0,2997.0,30323.0
TOMATOES,2932562.56,123928.0,335315.0,143531,Joburg Market,2026-08-01,2932562.56,123928.0,335315.0
TOMATOES DRIED,0.0,0.0,0.0,10,Joburg Market,2026-08-01,0.0,0.0,0.0
YELLOW PEPPERS,210054.0,2024.0,10230.0,9168,Joburg Market,2026-08-01,210054.0,2024.0,10230.0
BABY BUTTERNUT,12510.0,43.0,190.0,7,Joburg Market,2026-08-04,26660.0,94.0,417.0
BABY CABBAGE,14694.0,84.0,430.0,88,Joburg Market,2026-08-04,17507.0,116.0,557.0
BABY CARROTS,25576.0,125.0,432.0,194,Joburg Market,2026-08-04,33076.0,208.0,727.0
BEAN SPROUTS,4752.0,47.0,112.0,51,Joburg Market,2026-08-04,6016.0,60.0,143.0
BEANS,287387.0,4593.0,18593.0,3679,Joburg Market,2026-08-04,602402.0,9634.0,38062.0
BEANS INDIAN,760.0,14.0,56.0,0,Joburg Market,2026-08-04,1010.0,39.0,156.0
BEETROOT,643990.0,8588.0,72465.0,18843,Joburg Market,2026-08-04,1365915.0,17937.0,156690.0
BROCCOLI,365372.0,2005.0,6348.0,515,Joburg Market,2026-08-04,611751.0,3282.0,10859.0
BROCCOLI FLORETTES,51420.0,117.0,702.0,125,Joburg Market,2026-08-04,68200.0,164.0,935.0
